chromosome	start	end	length	SV
Chr3	13394585	13395852	1267	DUP
Chr3	13397646	13398861	1215	DUP
Chr3	13399896	13401113	1217	DUP
Chr3	13399964	13403070	3106	DUP
Chr3	13403172	13404936	1764	DUP
Chr3	13405033	13405672	639	TL
Chr3	13405306	13407759	2453	DUP
Chr3	13407677	13409141	1464	DUP
Chr3	13409957	13410348	391	DUP
Chr3	13410156	13411956	1800	DUP
Chr3	13412099	13412998	899	DUP
Chr3	13412442	13412826	384	DEL
Chr3	13413532	13421902	8370	DUP
Chr3	13414048	13414404	356	DUP
Chr3	13415891	13421902	6011	DUP
Chr3	13417482	13419824	2342	DUP
Chr3	13426799	13428004	1205	DUP
Chr3	12888128	12888561	433	INS
Chr3	13428977	13429045	68	DEL
Chr3	13429765	13434013	4248	DUP
Chr3	13434269	13436148	1879	DUP
Chr3	13440045	13441242	1197	TL
Chr3	13441246	13449243	7997	TL
Chr3	13448288	13449241	953	DUP
Chr3	13450784	13451254	470	DEL
Chr3	13453995	13454878	883	DUP
Chr3	13454730	13458570	3840	DUP
Chr3	13455096	13458096	3000	DUP
Chr3	13458508	13461653	3145	DUP
Chr3	13459977	13462386	2409	TL
Chr3	13461548	13462925	1377	DUP
Chr3	13463055	13465570	2515	DUP
Chr3	13465590	13465976	386	TL
Chr3	13465975	13467323	1348	DUP
Chr3	13467069	13467668	599	DUP
Chr3	13473741	13474201	460	DUP
Chr3	13473991	13474338	347	DUP
Chr3	13474370	13475007	637	TL
Chr3	13475008	13475497	489	DUP
Chr3	13476458	13476644	186	DUP
Chr3	13476641	13480318	3677	DUP
Chr3	13479534	13480692	1158	DUP
Chr3	13488573	13488810	237	DUP
Chr3	13497243	13497309	66	DEL
Chr3	12948515	12948576	61	INS
Chr3	13507091	13507832	741	DUP
Chr3	13507296	13508564	1268	DUP
Chr3	13515908	13517066	1158	DUP
Chr3	13517063	13517541	478	DUP
Chr3	13520846	13524104	3258	TL
Chr3	13521489	13521564	75	DEL
Chr3	13546422	13549010	2588	DUP
Chr3	13549334	13550325	991	DUP
Chr3	13555323	13555604	281	DUP
Chr3	13555613	13557076	1463	DUP
Chr3	13561766	13567764	5998	DUP
Chr3	13561769	13568152	6383	TL
Chr3	13567817	13568405	588	DUP
Chr3	13569020	13571129	2109	DUP
Chr3	13098249	13098390	141	INS
Chr3	13581817	13582514	697	DUP
Chr3	13585543	13586903	1360	DUP
Chr3	13587785	13588286	501	DUP
Chr3	13587787	13588285	498	DUP
Chr3	13588287	13588788	501	DUP
Chr3	13588787	13589756	969	TL
Chr3	13589817	13591167	1350	DUP
Chr3	13589817	13592601	2784	DUP
Chr3	13589817	13592601	2784	DUP
Chr3	13589817	13592601	2784	DUP
Chr3	13589817	13592601	2784	DUP
Chr3	13589817	13592601	2784	DUP
Chr3	13600621	13601667	1046	DUP
Chr3	13600621	13601669	1048	DUP
Chr3	13600621	13602552	1931	DUP
Chr3	13600621	13602817	2196	DUP
Chr3	13600624	13602817	2193	TL
Chr3	13602813	13921313	318500	INV
Chr3	13607659	13609415	1756	DUP
Chr3	13608302	13609424	1122	DUP
Chr3	13612239	13613637	1398	DUP
Chr3	13612342	13612651	309	DUP
Chr3	13612342	13612651	309	DUP
Chr3	13617526	13619462	1936	DUP
Chr3	13618277	13619462	1185	DUP
Chr3	13619471	13620609	1138	DUP
Chr3	13632980	13633280	300	DUP
Chr3	13632986	13633282	296	DUP
Chr3	13633093	13633282	189	DUP
Chr3	13635524	13636984	1460	DUP
Chr3	13638324	13639516	1192	DUP
Chr3	13643504	13644749	1245	DUP
Chr3	13643510	13648796	5286	DUP
Chr3	13645074	13654563	9489	DUP
Chr3	13651123	13653177	2054	DUP
Chr3	13653153	13654839	1686	DUP
Chr3	13659434	13660068	634	DUP
Chr3	13660294	13662271	1977	DUP
Chr3	13662826	13663792	966	DUP
Chr3	13663115	13663767	652	DUP
Chr3	13663166	13663794	628	DUP
Chr3	13672772	13673575	803	DUP
Chr3	13801568	13805005	3437	DUP
Chr3	13802003	13809276	7273	DUP
Chr3	13802064	13805005	2941	DUP
Chr3	13802575	13802976	401	DUP
Chr3	13808009	13809276	1267	DUP
Chr3	13808010	13808784	774	DUP
Chr3	13821683	13823342	1659	DUP
Chr3	13822042	13829327	7285	DUP
Chr3	13822350	13823074	724	DUP
Chr3	13823949	13825730	1781	DUP
Chr3	13823951	13825757	1806	DUP
Chr3	13824248	13827326	3078	DUP
Chr3	13826038	13827568	1530	DUP
Chr3	13826657	13827326	669	DUP
Chr3	13894348	13897812	3464	DUP
Chr3	13894595	13895915	1320	DUP
Chr3	13902135	13902586	451	DUP
Chr3	13905441	13905806	365	DUP
Chr3	13906075	13909579	3504	DUP
Chr3	13906081	13909765	3684	DUP
Chr3	13910108	13911113	1005	DUP
Chr3	13913815	13914239	424	DUP
Chr3	13919450	13923887	4437	TL
Chr3	13923887	13924435	548	DUP
Chr3	13925096	13932720	7624	DUP
Chr3	13926710	13932723	6013	DUP
Chr3	13939075	13940273	1198	DUP
Chr3	13940417	13940947	530	TL
Chr3	13940948	13941520	572	DUP
Chr3	13945351	13946272	921	DUP
Chr3	13947003	13949446	2443	DUP
Chr3	13954678	13954891	213	DUP
Chr3	13954895	13962614	7719	DUP
Chr3	13954895	13964257	9362	DUP
Chr3	13960097	13963307	3210	DUP
Chr3	13963297	13964259	962	DUP
Chr3	13964259	13964791	532	DUP
Chr3	13964794	13965504	710	DUP
Chr3	13966368	13966583	215	DUP
Chr3	13966601	13968130	1529	TL
Chr3	13968132	13969082	950	DUP
Chr3	13972341	13973814	1473	DUP
Chr3	13983840	13986216	2376	DUP
Chr3	13985633	13992723	7090	TL
Chr3	13993602	13995049	1447	DUP
Chr3	13995025	13996948	1923	DUP
Chr3	13995245	13997233	1988	DUP
Chr3	13997408	13999588	2180	DUP
Chr3	13997557	13999588	2031	DUP
Chr3	13999587	14000430	843	DUP
Chr3	14000433	14001050	617	DUP
Chr3	14006919	14010880	3961	DUP
Chr3	14006975	14008072	1097	DUP
Chr3	14010854	14013958	3104	DUP
Chr3	14015216	14015927	711	TL
Chr3	14017698	14019019	1321	DUP
Chr3	14019020	14019587	567	DUP
Chr3	14019857	14022059	2202	DUP
Chr3	14022218	14022781	563	DUP
Chr3	14026690	14029584	2894	DUP
Chr3	14026911	14027226	315	DUP
Chr3	14026943	14027117	174	DUP
Chr3	14028086	14028728	642	DUP
Chr3	14032231	14033991	1760	DUP
Chr3	14033989	14034434	445	DUP
Chr3	14040047	14041344	1297	DUP
Chr3	14041780	14042641	861	DUP
Chr3	14042066	14043228	1162	DUP
Chr3	14043266	14050721	7455	DUP
Chr3	14049049	14051437	2388	DUP
Chr3	13433785	13434121	336	INS
Chr3	13435805	13435879	74	INS
Chr3	14068796	14069831	1035	DUP
Chr3	14069977	14070895	918	TL
Chr3	14070813	14072003	1190	TL
Chr3	14078836	14081965	3129	DUP
Chr3	14082291	14084522	2231	DUP
Chr3	14082294	14083567	1273	DUP
Chr3	14095967	14096500	533	DUP
Chr3	14098527	14100406	1879	DUP
Chr3	13490634	13490738	104	INS
Chr3	14114935	14115699	764	DUP
Chr3	14132042	14132986	944	DUP
Chr3	14133047	14138184	5137	DUP
Chr3	14138245	14139909	1664	DUP
Chr3	14139972	14141568	1596	DUP
Chr3	14142998	14143751	753	DUP
Chr3	14147292	14151983	4691	DUP
Chr3	14150908	14151983	1075	DUP
Chr3	14156551	14157497	946	DUP
Chr3	14175095	14176111	1016	DUP
Chr3	14184019	14184327	308	DUP
Chr3	14192994	14193107	113	TL
Chr3	14193402	14202119	8717	TL
Chr4	6739	6790	51	INS
Chr3	14193956	14195242	1286	TL
Chr3	14193956	14204793	10837	TL
Chr3	14202099	14202154	55	DEL
Chr3	14195052	14196221	1169	DUP
Chr3	14197371	14203967	6596	DUP
Chr3	14205261	14205804	543	DUP
Chr3	14208951	14209452	501	DUP
Chr3	14209453	14209954	501	DUP
Chr3	14209953	14213660	3707	DUP
Chr3	14209953	14221209	11256	TL
Chr3	14213072	14216185	3113	DUP
Chr3	14220136	14225227	5091	TL
Chr3	14236976	14237745	769	DUP
Chr3	14246187	14246248	61	DEL
Chr3	13716498	13717562	1064	INS
Chr3	14262668	14264653	1985	DUP
Chr3	14266142	14266500	358	DUP
Chr3	14272657	14272823	166	DUP
Chr3	14272956	14285453	12497	TL
Chr3	14285452	14286973	1521	TL
Chr3	13753572	13753622	50	INS
Chr3	14289221	14290053	832	DUP
Chr3	14297043	14297868	825	DUP
Chr3	14308929	14309109	180	DEL
Chr3	13785576	13785633	57	INS
Chr3	13787860	13788200	340	INS
Chr3	14297869	14299040	1171	DUP
Chr3	14301519	14302007	488	DUP
Chr3	14336990	14338336	1346	DUP
Chr3	14350634	14351129	495	DUP
Chr3	14350821	14352447	1626	DUP
Chr3	14353001	14356038	3037	DUP
Chr3	14356097	14356439	342	DUP
Chr3	14356539	14357177	638	DUP
Chr3	14389906	14390653	747	DUP
Chr3	14389906	14390748	842	TL
Chr3	14390531	14391569	1038	INV
Chr3	14390892	14392685	1793	TL
Chr3	14392125	14395042	2917	DUP
Chr3	14394253	14395872	1619	DUP
Chr3	14395971	14396333	362	DUP
Chr3	14401313	14403652	2339	DUP
Chr3	14403213	14403963	750	DUP
Chr3	14406011	14406701	690	DUP
Chr3	14406699	14407198	499	DUP
Chr3	14407054	14407357	303	DUP
Chr3	14407357	14408929	1572	DUP
Chr3	14408372	14408703	331	DUP
Chr3	14408686	14415112	6426	DUP
Chr3	14409135	14409643	508	TL
Chr3	14409642	14409883	241	DUP
Chr3	14411233	14411463	230	TL
Chr3	14414863	14416103	1240	DUP
Chr3	14415695	14416566	871	DUP
Chr3	14416271	14416569	298	TL
Chr3	14418147	14418651	504	DUP
Chr3	14418152	14418762	610	TL
Chr3	14418623	14418770	147	DUP
Chr3	14420198	14421704	1506	DUP
Chr3	14421704	14421913	209	TL
Chr3	14421707	14424444	2737	DUP
Chr3	14424441	14425184	743	DUP
Chr3	14425671	14427109	1438	DUP
Chr3	14427107	14428582	1475	DUP
Chr3	14432569	14433045	476	DUP
Chr3	14433186	14435067	1881	DUP
Chr3	14433187	14433906	719	TL
Chr3	14433187	14435742	2555	TL
Chr3	14435737	14436567	830	DUP
Chr3	14437141	14437883	742	TL
Chr3	14437883	14440153	2270	TL
Chr3	14440161	14440883	722	DUP
Chr3	14440881	14441232	351	DUP
Chr3	14444708	14445568	860	DUP
Chr3	14445440	14446639	1199	DUP
Chr3	14453091	14454621	1530	DUP
Chr3	14455809	14457701	1892	TL
Chr3	14455809	14460209	4400	DUP
Chr3	14460200	14460525	325	DUP
Chr3	14464581	14468011	3430	DUP
Chr3	14475743	14476359	616	TL
Chr3	14483430	14483819	389	TL
Chr3	14484870	14485069	199	DUP
Chr3	14487527	14488956	1429	DUP
Chr3	14488958	14490191	1233	TL
Chr3	14490647	14491057	410	DUP
Chr3	14495827	14496335	508	TL
Chr3	14519913	14523569	3656	TL
Chr3	14520981	14524848	3867	TL
Chr3	14524844	14527013	2169	TL
Chr3	14527008	14535248	8240	TL
Chr3	14543521	14543957	436	DUP
Chr3	14544995	14545451	456	DUP
Chr3	14545420	14546253	833	TL
Chr3	14545420	14548009	2589	DUP
Chr3	14547668	14549075	1407	DUP
Chr3	14549075	14549879	804	TL
Chr3	14549677	14550113	436	DUP
Chr3	14550137	14556712	6575	TL
Chr3	14551627	14552725	1098	TL
Chr3	14559745	14560384	639	DEL
Chr3	14563900	14569927	6027	DUP
Chr3	14563903	14573660	9757	TL
Chr3	14564493	14574065	9572	DUP
Chr3	14578375	14579708	1333	DUP
Chr3	14579134	14580666	1532	DUP
Chr3	14581093	14582873	1780	DUP
Chr3	14134691	14135354	663	INS
Chr3	14597947	14599166	1219	DUP
Chr3	14599960	14603514	3554	TL
Chr3	14614523	14615344	821	DUP
Chr3	14621195	14623209	2014	TL
Chr3	14624579	14625018	439	DEL
Chr3	14191850	14192220	370	INS
Chr3	14651011	14651359	348	DUP
Chr3	14652791	14654494	1703	TL
Chr3	14652793	14655718	2925	TL
Chr3	14668344	14669313	969	DUP
Chr3	14670196	14671112	916	TL
Chr3	14671141	14675857	4716	DUP
Chr3	14676601	14677726	1125	DUP
Chr3	14681770	14684338	2568	DUP
Chr3	14685302	14685738	436	DUP
Chr3	14690647	14692845	2198	DUP
Chr3	14701542	14701784	242	DUP
Chr3	14240559	14241456	897	INS
Chr3	14737504	14737567	63	DEL
Chr3	14243930	14244021	91	INS
Chr3	14738443	14738573	130	DEL
Chr3	14702330	14702941	611	DUP
Chr3	14709516	14711555	2039	DUP
Chr3	14716874	14717953	1079	DUP
Chr3	14717689	14717953	264	DUP
Chr3	14762327	14766081	3754	DUP
Chr3	14762327	14766081	3754	DUP
Chr3	14762327	14766081	3754	DUP
Chr3	14783106	14785195	2089	DUP
Chr3	14783106	14785195	2089	DUP
Chr3	14783106	14785195	2089	DUP
Chr3	14788406	14789449	1043	DUP
Chr3	14803050	14803386	336	DUP
Chr3	14804061	14804950	889	DUP
Chr3	14804388	14804949	561	DUP
Chr3	14804719	14805376	657	DUP
Chr3	14813281	14813596	315	DUP
Chr3	14813564	14814977	1413	DUP
Chr3	14814121	14816318	2197	DUP
Chr3	14814735	14814973	238	TL
Chr3	14816604	14821541	4937	TL
Chr3	14818263	14818323	60	DEL
Chr3	14821955	14825788	3833	DUP
Chr3	14823627	14825901	2274	DUP
Chr3	14825901	14827105	1204	DUP
Chr3	14826974	14827207	233	DUP
Chr3	14831539	14836117	4578	TL
Chr3	14836406	14836458	52	DEL
Chr3	14836911	14837198	287	DUP
Chr3	14844727	14849017	4290	DUP
Chr3	14348094	14348148	54	INS
Chr3	14857379	14858367	988	DEL
Chr3	14892885	14895822	2937	DUP
Chr3	14914020	14914080	60	DEL
Chr3	14917143	14918972	1829	DUP
Chr3	14924398	14925496	1098	DEL
Chr3	14949846	14951040	1194	DEL
Chr3	14956986	14961151	4165	DUP
Chr3	14956986	14962131	5145	TL
Chr3	14961969	14962258	289	TL
Chr3	14961970	14962258	288	DUP
Chr3	14978124	14979166	1042	DUP
Chr3	14978963	14979197	234	DUP
Chr3	14990967	14991324	357	DEL
Chr3	14997443	15001524	4081	DUP
Chr3	14997967	15000991	3024	DUP
Chr3	15002510	15003015	505	DUP
Chr3	15003016	15005063	2047	DUP
Chr3	15006137	15006208	71	DEL
Chr3	14527229	14527281	52	INS
Chr3	15037647	15038835	1188	DUP
Chr3	15038035	15043370	5335	TL
Chr3	15046055	15046983	928	DEL
Chr3	14599690	14600067	377	INS
Chr3	15107876	15107926	50	DEL
Chr3	15047896	15048097	201	DUP
Chr3	15047896	15048137	241	DUP
Chr3	15082361	15082775	414	DUP
Chr3	15082361	15084380	2019	DUP
Chr3	15108779	15109607	828	DUP
Chr3	15126902	15127168	266	DUP
Chr3	15132292	15132545	253	DUP
Chr3	15136357	15137371	1014	DUP
Chr3	15136803	15136988	185	DUP
Chr3	15137464	15137812	348	DUP
Chr3	15139838	15146812	6974	DUP
Chr3	15142162	15144507	2345	DUP
Chr3	15147266	15150417	3151	TL
Chr3	15148536	15150402	1866	DUP
Chr3	15153132	15153220	88	DEL
Chr3	15155512	15155929	417	DEL
Chr3	15172135	15173033	898	DEL
Chr3	15225349	15225514	165	DEL
Chr3	15250956	15254600	3644	DUP
Chr3	15251639	15259036	7397	DUP
Chr3	15251867	15258166	6299	DUP
Chr3	15271723	15273293	1570	TL
Chr3	15295478	15295750	272	DUP
Chr3	15297207	15297437	230	DUP
Chr3	15299629	15302242	2613	TL
Chr3	15300361	15300568	207	TL
Chr3	15304811	15306177	1366	DUP
Chr3	15306359	15306607	248	DUP
Chr3	15306380	15307268	888	TL
Chr3	15306381	15307267	886	DUP
Chr3	15312698	15313412	714	DUP
Chr3	15315296	15315966	670	DUP
Chr3	15317831	15318940	1109	DUP
Chr3	15320018	15331455	11437	TL
Chr3	15357432	15357482	50	DEL
Chr3	15359036	15359538	502	DUP
Chr3	14920890	14921122	232	INS
Chr3	15377102	15382210	5108	DUP
Chr3	15389437	15390454	1017	DUP
Chr3	14930355	14930414	59	INS
Chr3	15409137	15409567	430	DEL
Chr3	15413223	15416337	3114	DUP
Chr3	15416733	15417869	1136	DUP
Chr3	15447962	15450166	2204	DUP
Chr3	15451447	15452797	1350	DUP
Chr3	15452792	15453636	844	DUP
Chr3	15455657	15461671	6014	DUP
Chr3	15456911	15463538	6627	TL
Chr3	15458019	15462977	4958	DUP
Chr3	15461037	15462977	1940	DUP
Chr3	15463606	15467215	3609	DUP
Chr3	15467353	15468075	722	DUP
Chr3	15468081	15468923	842	DUP
Chr3	15470934	15472580	1646	TL
Chr3	15473281	15474771	1490	DUP
Chr3	15476402	15477553	1151	DUP
Chr3	15478993	15480359	1366	DUP
Chr3	15480816	15482541	1725	DUP
Chr3	15484529	15484941	412	DUP
Chr3	15485278	15485591	313	DUP
Chr3	15485280	15485750	470	DUP
Chr3	15491889	15493525	1636	DUP
Chr3	15500047	15500729	682	DUP
Chr3	15540531	15549243	8712	DUP
Chr3	15551112	15551770	658	DUP
Chr3	15044874	15044952	78	INS
Chr3	15580974	15583065	2091	DUP
Chr3	15583125	15584391	1266	DUP
Chr3	15050087	15050143	56	INS
Chr3	15591733	15597593	5860	TL
Chr3	15070989	15071465	476	INS
Chr3	15099968	15100038	70	INS
Chr3	15641148	15641199	51	DEL
Chr3	15642913	15643175	262	DUP
Chr3	15642913	15643325	412	DUP
Chr3	15648314	15648742	428	DEL
Chr3	15651044	15653284	2240	DUP
Chr3	15653871	15654836	965	DUP
Chr3	15677010	15677280	270	DUP
Chr3	15710566	15710910	344	DUP
Chr3	15711476	15716991	5515	DUP
Chr3	15711476	15722693	11217	TL
Chr3	15717596	15722693	5097	DUP
Chr3	15720171	15722706	2535	DUP
Chr3	15726704	15727273	569	DUP
Chr3	15727273	15728062	789	DUP
Chr3	15727622	15729411	1789	DUP
Chr3	15728192	15729411	1219	DUP
Chr3	15732899	15733102	203	DUP
Chr3	15733089	15733190	101	DUP
Chr3	15814606	15815355	749	DUP
Chr3	15912350	15915615	3265	DUP
Chr3	15918093	15918692	599	DUP
Chr3	15919044	15924081	5037	DUP
Chr3	16033776	16033996	220	DEL
Chr3	16039033	16041129	2096	TL
Chr3	16039235	16041129	1894	DUP
Chr3	16041168	16045377	4209	DUP
Chr3	16043538	16046941	3403	TL
Chr3	16044709	16047249	2540	TL
Chr3	16044947	16045215	268	DUP
Chr3	16045215	16046072	857	DUP
Chr3	16045935	16047370	1435	DUP
Chr3	16046959	16049594	2635	DUP
Chr3	16049061	16049791	730	DUP
Chr3	16049061	16049791	730	DUP
Chr3	16053691	16055210	1519	TL
Chr3	16055204	16055814	610	TL
Chr3	16055824	16056038	214	DUP
Chr3	16056922	16057260	338	DUP
Chr3	16060121	16062906	2785	DUP
Chr3	16062898	16064127	1229	DUP
Chr3	16064129	16066168	2039	DUP
Chr3	16066113	16067069	956	TL
Chr3	16070995	16072091	1096	DUP
Chr3	16083844	16084499	655	DUP
Chr3	16086771	16087720	949	DUP
Chr3	16090487	16093057	2570	DUP
Chr3	16091387	16095754	4367	DUP
Chr3	16092379	16093034	655	DUP
Chr3	16093612	16095816	2204	DUP
Chr3	16095179	16095754	575	DUP
Chr3	16096495	16098189	1694	DUP
Chr3	16100880	16106117	5237	DUP
Chr3	16143504	16144288	784	DUP
Chr3	16146183	16146319	136	DEL
Chr3	16151357	16151416	59	DEL
Chr3	16155037	16156635	1598	DUP
Chr3	16156607	16157585	978	DUP
Chr3	16185372	16186183	811	TL
Chr3	16198173	16198231	58	DEL
Chr3	16194424	16194594	170	DUP
Chr3	16194918	16195194	276	DUP
Chr3	16194918	16195194	276	DUP
Chr3	16195768	16196383	615	DUP
Chr3	16199250	16221372	22122	TL
Chr3	16205601	16205654	53	DEL
Chr3	16200553	16203948	3395	DUP
Chr3	16200680	16200948	268	DUP
Chr3	16206999	16209184	2185	DUP
Chr3	16207003	16209184	2181	DUP
Chr3	16207267	16209184	1917	DUP
Chr3	16214325	16214524	199	DUP
Chr3	16214325	16214524	199	DUP
Chr3	16216751	16220361	3610	DUP
Chr3	16216788	16225903	9115	TL
Chr3	16216817	16220154	3337	DUP
Chr3	16217537	16221648	4111	DUP
Chr3	16219536	16220179	643	DUP
Chr3	16220471	16221040	569	DUP
Chr3	16235248	16235498	250	DUP
Chr3	16240103	16240661	558	DUP
Chr3	16240802	16241838	1036	DUP
Chr3	16259862	16262202	2340	DUP
Chr3	16261963	16262875	912	TL
Chr3	15828983	15829293	310	INS
Chr3	16274431	16274893	462	DUP
Chr3	16277443	16279364	1921	TL
Chr3	16280158	16280451	293	TL
Chr3	16286045	16286161	116	DEL
Chr3	16314130	16314180	50	DEL
Chr3	16315999	16316290	291	DUP
Chr3	16331844	16333032	1188	TL
Chr3	16333323	16333569	246	DUP
Chr3	16333758	16334881	1123	DUP
Chr3	16334131	16341993	7862	DUP
Chr3	16341266	16342027	761	DUP
Chr3	15902950	15903072	122	INS
Chr3	15903936	15904127	191	INS
Chr3	16351561	16351697	136	DUP
Chr3	16356486	16356537	51	DEL
Chr3	16353634	16354415	781	DUP
Chr3	16420747	16421419	672	DUP
Chr3	16430423	16430844	421	DUP
Chr3	16431767	16431941	174	DUP
Chr3	16018927	16019118	191	INS
Chr3	16450786	16452580	1794	DUP
Chr3	16462229	16462378	149	DEL
Chr3	16485308	16485869	561	DUP
Chr3	16497794	16498536	742	DUP
Chr3	16500843	16501796	953	DUP
Chr3	16500929	16501810	881	DUP
Chr3	16500930	16501810	880	DUP
Chr3	16081589	16081898	309	INS
Chr3	16519982	16521722	1740	DUP
Chr3	16094277	16094331	54	INS
Chr3	16553352	16554448	1096	DUP
Chr3	16129801	16129881	80	INS
Chr3	16561654	16562060	406	DUP
Chr3	16562323	16562910	587	DUP
Chr3	16562820	16563066	246	DUP
Chr3	16563069	16563396	327	TL
Chr3	16564003	16564067	64	DEL
Chr3	16568199	16568745	546	TL
Chr3	16157892	16158245	353	INS
Chr3	16160960	16161035	75	INS
Chr3	16635837	16647479	11642	TL
Chr3	16640000	16640070	70	DEL
Chr3	16207392	16207635	243	INS
Chr3	16208046	16208147	101	INS
Chr3	16660761	16661278	517	DUP
Chr3	16660761	16661278	517	DUP
Chr3	16669736	16669869	133	DUP
Chr3	16679326	16679473	147	DEL
Chr3	16681922	16682959	1037	DUP
Chr3	16686138	16686898	760	DUP
Chr3	16691859	16692592	733	DUP
Chr3	16693116	16697600	4484	DUP
Chr3	16265367	16265426	59	INS
Chr3	16709200	16712075	2875	TL
Chr3	16714168	16714233	65	DEL
Chr3	16714933	16715553	620	DUP
Chr3	16715550	16720066	4516	DUP
Chr3	16715827	16716237	410	DUP
Chr3	16273108	16273361	253	INS
Chr3	16727005	16727568	563	DUP
Chr3	16737599	16738125	526	DUP
Chr3	17199585	17200274	689	DEL
Chr3	16799073	16800646	1573	DUP
Chr3	16846944	16847893	949	DUP
Chr3	16994232	16994741	509	DUP
Chr3	17047950	17048627	677	DUP
Chr3	17059566	17060894	1328	DUP
Chr3	17098038	17099357	1319	DUP
Chr3	17106263	17112444	6181	DUP
Chr3	17143065	17143304	239	DUP
Chr3	17202844	17203569	725	DUP
Chr3	17203663	17203926	263	DUP
Chr3	17204907	17206289	1382	DEL
Chr3	17226028	17227184	1156	DUP
Chr3	17227185	17227816	631	DUP
Chr3	17250282	17250353	71	DEL
Chr3	17275743	17277816	2073	TL
Chr3	17299149	17301278	2129	TL
Chr3	17320371	17320427	56	DEL
Chr3	17392969	17393053	84	DEL
Chr3	17393358	17395137	1779	DUP
Chr3	17395979	17396283	304	DUP
Chr3	17396166	17397301	1135	TL
Chr3	17402001	17402565	564	DUP
Chr3	17402569	17411782	9213	DUP
Chr3	17411516	17417362	5846	DUP
Chr3	17412711	17412918	207	TL
Chr3	17413985	17417366	3381	DUP
Chr3	17414132	17416361	2229	TL
Chr3	17414132	17417964	3832	TL
Chr3	17430134	17435448	5314	DUP
Chr3	17469785	17471127	1342	DUP
Chr3	17470177	17471131	954	DUP
Chr3	17605990	17606245	255	DEL
Chr3	17227288	17227394	106	INS
Chr3	17516663	17516857	194	DUP
Chr3	17278651	17280016	1365	INS
Chr3	17777280	17777566	286	DUP
Chr3	17777369	17777887	518	DUP
Chr3	17431793	17431858	65	INS
Chr3	18016117	18016934	817	DEL
Chr3	18019136	18019927	791	DUP
Chr3	18019136	18019938	802	TL
Chr3	18055269	18056033	764	DUP
Chr3	17723558	17724363	805	INS
Chr3	18069292	18070330	1038	DUP
Chr3	17764395	17764519	124	INS
Chr3	18225631	18226483	852	DEL
Chr3	18234687	18234791	104	DEL
Chr3	18179987	18180682	695	DUP
Chr3	18243808	18244509	701	TL
Chr3	18308796	18310962	2166	DUP
Chr3	18336953	18337005	52	DEL
Chr3	18458244	18458919	675	DUP
Chr3	18569479	18569744	265	DEL
Chr3	18584736	18584992	256	DUP
Chr3	18602618	18603513	895	DUP
Chr3	18609990	18611144	1154	DUP
Chr3	18629737	18632075	2338	DUP
Chr3	18629744	18632069	2325	TL
Chr3	18629745	18632068	2323	DUP
Chr3	18646854	18647202	348	DUP
Chr3	18652084	18653124	1040	DUP
Chr3	18701573	18701631	58	DEL
Chr3	18723696	18725367	1671	DUP
Chr3	18723697	18725367	1670	DUP
Chr3	18723704	18724445	741	DUP
Chr3	18724015	18727104	3089	DUP
Chr3	18732008	18732440	432	TL
Chr3	18734247	18735243	996	TL
Chr3	18734248	18739414	5166	DUP
Chr3	18734293	18735018	725	DUP
Chr3	18349050	18349237	187	INS
Chr3	18783036	18783126	90	DEL
Chr3	18395365	18395509	144	INS
Chr3	18791146	18796090	4944	TL
Chr3	18803318	18803578	260	DUP
Chr3	18803318	18803580	262	DUP
Chr3	18830912	18831923	1011	TL
Chr3	18830913	18831924	1011	DUP
Chr3	18831756	18831923	167	DUP
Chr3	18843489	18844705	1216	TL
Chr3	18873591	18873889	298	DEL
Chr3	18926135	18926396	261	DUP
Chr3	18927962	18928735	773	DUP
Chr3	18565474	18565663	189	INS
Chr3	18627396	18627533	137	INS
Chr3	19056719	19056772	53	DEL
Chr3	18948362	18949315	953	DUP
Chr3	19133501	19134414	913	TL
Chr3	19165520	19165570	50	DEL
Chr3	19180487	19180666	179	TL
Chr3	19037907	19038004	97	INS
Chr3	19436870	19437434	564	DUP
Chr3	19107954	19108018	64	INS
Chr3	19520640	19521228	588	TL
Chr3	19528313	19528616	303	DEL
Chr3	19529026	19529762	736	DUP
Chr3	19534205	19534382	177	DEL
Chr3	19575977	19576042	65	DEL
Chr3	19577851	19578426	575	DEL
Chr3	19622492	19622608	116	DUP
Chr3	19622492	19622608	116	DUP
Chr3	19283173	19283238	65	INS
Chr3	19776811	19779671	2860	DUP
Chr3	19399099	19399178	79	INS
Chr3	19858415	19858621	206	DUP
Chr3	19589752	19590222	470	INS
Chr3	19648311	19648613	302	INS
Chr3	20113092	20113142	50	DEL
Chr3	19800370	19800445	75	INS
Chr3	20202745	20202820	75	DEL
Chr3	20206998	20207048	50	DEL
Chr3	20207291	20207366	75	DEL
Chr3	20259144	20260461	1317	DUP
Chr3	20277020	20277160	140	DUP
Chr3	20432581	20432641	60	DEL
Chr3	20483046	20485138	2092	DUP
Chr3	20539116	20540496	1380	DUP
Chr3	20629770	20630035	265	DEL
Chr3	20660198	20660515	317	DEL
Chr3	20267004	20267231	227	INS
Chr3	20681804	20681872	68	DEL
Chr3	20715663	20715728	65	DEL
Chr3	20736354	20736413	59	DEL
Chr3	20726146	20727466	1320	DUP
Chr3	20763046	20763127	81	DEL
Chr3	20770441	20770494	53	DEL
Chr3	20786398	20788448	2050	DUP
